CPT_HCPCS,MOD,DESCRIPTION,PHYSICIAN_FEE_NORTH,PHYSICIAN_FEE_SOUTH,COL6,ASC_FEE_NORTH,ASC_FEE_SOUTH,PAYMENT_INDICATOR
73030.0,26,X-RAY SHOULDER MINIMUM 2 VIEWS,22.79,22.04,,,,
73040.0,,CONTRAST X-RAY SHOULDER,181.4,170.71,,,,N1
73040.0,TC,CONTRAST X-RAY SHOULDER,138.53,129.26,,,,N1
73040.0,26,CONTRAST X-RAY SHOULDER,42.87,41.45,,,,N1
73050.0, ,X-RAY SHOULDERS,64.63,60.92,,,,
73050.0,TC,X-RAY SHOULDERS,47.11,43.97,,87.24,80.31,
73050.0,26.0,X-RAY SHOULDERS,17.54,16.95,,,,
73060.0,,X-RAY HUMERUS MINIMUM 2 VIEWS,49.27,46.44,,,,
73060.0,TC,X-RAY HUMERUS MINIMUM 2 VIEWS,35.46,33.11,,70.2,64.62,
73060.0,26,X-RAY HUMERUS MINIMUM 2 VIEWS,13.8,13.33,,,,
73070.0,,X-RAY ELBOW 2 VIEWS,47.66,44.91,,,,
73070.0,TC,X-RAY ELBOW 2 VIEWS,35.46,33.11,,70.2,64.62,
73070.0,26,X-RAY ELBOW 2 VIEWS,12.21,11.79,,,,
73080.0,,X-RAY ELBOW MINIMUM 3 VIEWS,57.41,54.04,,,,
73080.0,TC,X-RAY ELBOW MINIMUM 3 VIEWS,44.2,41.25,,87.24,80.31,
73080.0,26,X-RAY ELBOW MINIMUM 3 VIEWS,13.22,12.79,,,,
73090.0,,X-RAY FOREARM,47.01,44.31,,,,
73090.0,TC,X-RAY FOREARM,34.29,32.03,,67.86,62.46,
73090.0,26.0,X-RAY FOREARM,12.72,12.29,,,,
73092.0,,"X-RAY ARM, INFANT",51.67,48.66,,,,
73092.0,TC,"X-RAY ARM, INFANT",38.95,36.37,,77.19,71.07,
73092.0,26.0,"X-RAY ARM, INFANT",12.72,12.29,,,,
73100.0,,X-RAY WRIST 2 VIEWS,52.13,49.16,,,,
73100.0,TC,X-RAY WRIST 2 VIEWS,37.79,35.29,,74.85,68.91,
73100.0,26.0,X-RAY WRIST 2 VIEWS,14.34,13.87,,,,
73110.0,,X-RAY WRIST MINIMUM 3 VIEWS,70.95,66.75,,,,
73110.0,TC,X-RAY WRIST MINIMUM 3 VIEWS,55.03,51.37,,87.24,80.31,
73110.0,26.0,X-RAY WRIST MINIMUM 3 VIEWS,15.92,15.38,,,,
73115.0,,CONTRAST X-RAY WRIST,183.73,172.89,,,,N1
73115.0,TC,CONTRAST X-RAY WRIST,139.69,130.34,,,,N1
73115.0,26,CONTRAST X-RAY WRIST,44.04,42.55,,,,N1
73120.0,,X-RAY HAND 2 VIEWS,46.43,43.77,,,,
73120.0,TC,X-RAY HAND 2 VIEWS,33.71,31.48,,66.69,61.38,
73120.0,26,X-RAY HAND 2 VIEWS,12.72,12.29,,,,
73130.0,,X-RAY HAND MINIMUM 3 VIEWS,62.21,58.6,,,,
73130.0,TC,X-RAY HAND MINIMUM 3 VIEWS,46.96,43.85,,80.7,74.28,
73130.0,26.0,X-RAY HAND MINIMUM 3 VIEWS,15.25,14.76,,,,
73140.0,,X-RAY FINGER(S) MINIMUM 2 VIEWS,53.05,49.88,,,,
73140.0,TC,X-RAY FINGER(S) MINIMUM 2 VIEWS,42.45,39.63,,84.21,77.52,
73140.0,26.0,X-RAY FINGER(S) MINIMUM 2 VIEWS,10.62,10.25,,,,
73200.0,,CT UPPER EXTREMITY W/O DYE,414.19,389.09,,,,
73200.0,TC,CT UPPER EXTREMITY W/O DYE,334.76,312.31,,375.45,345.6,
73200.0,26.0,CT UPPER EXTREMITY W/O DYE,79.42,76.78,,,,
73201.0,,CT UPPER EXTREMITY W/DYE,506.15,475.27,,,,
73201.0,TC,CT UPPER EXTREMITY W/DYE,415.69,387.81,,580.71,534.51,
73201.0,26.0,CT UPPER EXTREMITY W/DYE,90.45,87.45,,,,
73202.0,,CT UPPER EXTREMITY W/O & W/DYE,649.53,609.16,,,,
73202.0,TC,CT UPPER EXTREMITY W/O & W/DYE,554.86,517.63,,647.37,595.86,
73202.0,26.0,CT UPPER EXTREMITY W/O & W/DYE,94.66,91.53,,,,
73206.0,,CT ANGIO UPR EXTREMITY W/O & W/DYE,732.98,688.49,,,,
73206.0,TC,CT ANGIO UPR EXTREMITY W/O & W/DYE,592.72,552.94,,655.71,603.54,
73206.0,26.0,CT ANGIO UPR EXTREMITY W/O & W/DYE,140.26,135.54,,,,
73218.0,,MRI UPPER EXTREMITY W/O DYE,879.74,824.21,,,,
73218.0,TC,MRI UPPER EXTREMITY W/O DYE,774.97,722.96,,664.2,611.37,
73218.0,26.0,MRI UPPER EXTREMITY W/O DYE,104.76,101.27,,,,
73219.0,,MRI UPPER EXTREMITY W/DYE,950.89,891.36,,,,
73219.0,TC,MRI UPPER EXTREMITY W/DYE,824.47,769.13,,846.36,779.04,
73219.0,26.0,MRI UPPER EXTREMITY W/DYE,126.42,122.24,,,,
73220.0,,MRI UPPER EXTREMITY W/O & W/DYE,1255.99,1177.35,,,,
73220.0,TC,MRI UPPER EXTREMITY W/O & W/DYE,1088.83,1015.73,,1033.5,951.27,
73220.0,26,MRI UPPER EXTREMITY W/O & W/DYE,167.16,161.61,,,,
73221.0,,MRI JOINT UPPER EXTREMITY W/O DYE,828.31,776.35,,,,
73221.0,TC,MRI JOINT UPPER EXTREMITY W/O DYE,721.4,672.98,,664.2,611.37,
73221.0,26.0,MRI JOINT UPPER EXTREMITY W/O DYE,106.89,103.37,,,,
73222.0,,MRI JOINT UPPER EXTREMITY W/DYE,901.39,845.19,,,,
73222.0,TC,MRI JOINT UPPER EXTREMITY W/DYE,774.97,722.96,,846.36,779.04,
73222.0,26.0,MRI JOINT UPPER EXTREMITY W/DYE,126.42,122.24,,,,
73223.0,,MRI JOINT UPPER EXTREMITY W/O & W/DYE,1191.36,1117.06,,,,
73223.0,TC,MRI JOINT UPPER EXTREMITY W/O & W/DYE,1024.78,955.99,,1033.5,951.27,
73223.0,26.0,MRI JOINT UPPER EXTREMITY W/O & W/DYE,166.58,161.07,,,,
73225.0,,MR ANGIO UPPER EXTREMITY W/O & W/DYE,1024.2,959.93,,,,
73225.0,TC,MR ANGIO UPPER EXTREMITY W/O & W/DYE,889.1,829.43,,,,
73225.0,26.0,MR ANGIO UPPER EXTREMITY W/O & W/DYE,135.1,130.5,,,,
73500.0, ,X-RAY HIP UNILATERAL 1 VIEW,45.06,42.59,,,,
73500.0,TC,X-RAY HIP UNILATERAL 1 VIEW,30.21,28.22,,59.67,54.93,
73500.0,26,X-RAY HIP UNILATERAL 1 VIEW,14.85,14.37,,,,
73510.0,,X-RAY HIP COMPLETE MINIMUM 2 VIEWS,71.16,67.09,,,,
73510.0,TC,X-RAY HIP COMPLETE MINIMUM 2 VIEWS,51.46,48.03,,87.24,80.31,
73510.0,26,X-RAY HIP COMPLETE MINIMUM 2 VIEWS,19.7,19.06,,,,
73520.0,,X-RAY HIPS MINIMUM 2 VIEWS,68.27,64.45,,,,
73520.0,TC,X-RAY HIPS MINIMUM 2 VIEWS,47.11,43.97,,87.24,80.31,
73520.0,26,X-RAY HIPS MINIMUM 2 VIEWS,21.16,20.48,,,,
73525.0,,X-RAY HIP ARTHROGRAPHY ,168.58,158.76,,,,N1
73525.0,TC,X-RAY HIP ARTHROGRAPHY ,124.54,116.22,,,,N1
73525.0,26.0,X-RAY HIP ARTHROGRAPHY ,44.04,42.55,,,,N1
73530.0,,X-RAY HIP DURING OPERATIVE PROCEDURE,60.32,58.24,,,,N1
73530.0,TC,X-RAY HIP DURING OPERATIVE PROCEDURE,37.53,36.22,,,,N1
73530.0,26,X-RAY HIP DURING OPERATIVE PROCEDURE,23.26,22.51,,,,N1
73540.0, ,X-RAY PELVIS & HIPS MINIMUM 2 VIEWS,68.71,64.73,,,,
73540.0,TC,X-RAY PELVIS & HIPS MINIMUM 2 VIEWS,51.76,48.32,,87.24,80.31,
73540.0,26,X-RAY PELVIS & HIPS MINIMUM 2 VIEWS,16.95,16.4,,,,
73542.0, ,"X-RAY EXAM, SACROILIAC JOINT",137.42,129.77,,,,N1
73542.0,TC,"X-RAY EXAM, SACROILIAC JOINT",91.36,85.25,,,,N1
73542.0,26,"X-RAY EXAM, SACROILIAC JOINT",46.06,44.51,,,,N1
73550.0,,X-RAY THIGH 2 VIEWS,53.51,50.53,,,,
73550.0,TC,X-RAY THIGH 2 VIEWS,37.6,35.11,,66.69,61.38,
73550.0,26,X-RAY THIGH 2 VIEWS,15.91,15.42,,,,
73560.0,,X-RAY KNEE 1/2 VIEWS,57.41,54.18,,,,
73560.0,TC,X-RAY KNEE 1/2 VIEWS,40.85,38.14,,72.54,66.78,
73560.0,26,X-RAY KNEE 1/2 VIEWS,16.56,16.02,,,,
73562.0,,X-RAY KNEE 3 VIEWS,74.25,69.95,,,,
73562.0,TC,X-RAY KNEE 3 VIEWS,55.13,51.47,,87.24,80.31,
73562.0,26.0,X-RAY KNEE 3 VIEWS,19.12,18.49,,,,
73564.0,,"X-RAY KNEE, COMPLETE 4/MORE VIEWS",85.62,80.68,,,,
73564.0,TC,"X-RAY KNEE, COMPLETE 4/MORE VIEWS",63.21,59.0,,87.24,80.31,
73564.0,26,"X-RAY KNEE, COMPLETE 4/MORE VIEWS",22.4,21.68,,,,
73565.0, ,X-RAY KNEES STANDING ANTEROPOST,57.28,54.0,,,,
73565.0,TC,X-RAY KNEES STANDING ANTEROPOST,41.87,39.08,,83.04,76.44,
73565.0,26,X-RAY KNEES STANDING ANTEROPOST,15.43,14.91,,,,
73580.0,,X-RAY KNEE ARTHOGRAPHY,222.68,209.25,,,,N1
73580.0,TC,X-RAY KNEE ARTHOGRAPHY,176.95,165.1,,,,N1
73580.0,26,X-RAY KNEE ARTHOGRAPHY,45.73,44.15,,,,N1
73590.0,,X-RAY TIBIA & FIBULA 2 VIEWS,56.34,53.14,,,,
73590.0,TC,X-RAY TIBIA & FIBULA 2 VIEWS,40.26,37.6,,65.52,60.3,
73590.0,26,X-RAY TIBIA & FIBULA 2 VIEWS,16.06,15.54,,,,
73592.0, ,"X-RAY LEG, INFANT MINIMUM 2 VIEWS",52.25,49.2,,,,
73592.0,TC,"X-RAY LEG, INFANT MINIMUM 2 VIEWS",39.53,36.92,,78.36,72.12,
73592.0,26,"X-RAY LEG, INFANT MINIMUM 2 VIEWS",12.72,12.29,,,,
73600.0,,X-RAY ANKLE 2 VIEWS,47.59,44.85,,,,
73600.0,TC,X-RAY ANKLE 2 VIEWS,34.87,32.57,,69.03,63.54,
73600.0,26,X-RAY ANKLE 2 VIEWS,12.72,12.29,,,,
73610.0,,X-RAY ANKLE MINIMUM 3 VIEWS,62.88,59.23,,,,
73610.0,TC,X-RAY ANKLE MINIMUM 3 VIEWS,47.63,44.47,,81.87,75.36,
73610.0,26.0,X-RAY ANKLE MINIMUM 3 VIEWS,15.25,14.76,,,,
73615.0,,CONTRAST X-RAY ANKLE,174.99,164.73,,,,N1
73615.0,TC,CONTRAST X-RAY ANKLE,130.95,122.2,,,,N1
73615.0,26,CONTRAST X-RAY ANKLE,44.04,42.55,,,,N1
73620.0,,X-RAY FOOT 2 VIEWS,45.84,43.23,,,,
73620.0,TC,X-RAY FOOT 2 VIEWS,33.71,31.48,,66.69,61.38,
73620.0,26,X-RAY FOOT 2 VIEWS,12.14,11.74,,,,
73630.0,,X-RAY FOOT MINIMUM 3 VIEWS,61.95,58.35,,,,
73630.0,TC,X-RAY FOOT MINIMUM 3 VIEWS,46.6,43.51,,79.53,73.2,
73630.0,26.0,X-RAY FOOT MINIMUM 3 VIEWS,15.35,14.86,,,,
73650.0, ,X-RAY HEEL,47.01,44.31,,,,
73650.0,TC,X-RAY HEEL,34.29,32.03,,67.86,62.46,
73650.0,26.0,X-RAY HEEL,12.72,12.29,,,,
73660.0, ,X-RAY TOE(S),49.57,46.63,,,,
73660.0,TC,X-RAY TOE(S),39.53,36.92,,78.36,72.12,
73660.0,26,X-RAY TOE(S),10.03,9.71,,,,
73700.0, ,CT LOWER EXTREMITY W/O DYE,414.77,389.63,,,,
73700.0,TC,CT LOWER EXTREMITY W/O DYE,335.35,312.85,,375.45,345.6,
73700.0,26,CT LOWER EXTREMITY W/O DYE,79.42,76.78,,,,
73701.0,,CT LOWER EXTREMITY W/DYE,510.81,479.62,,,,
73701.0,TC,CT LOWER EXTREMITY W/DYE,420.36,392.16,,580.71,534.51,
73701.0,26,CT LOWER EXTREMITY W/DYE,90.45,87.45,,,,
73706.0,,CT ANGIO LWR EXTREMITY W/O & W/DYE,807.23,758.08,,,,
73706.0,TC,CT ANGIO LWR EXTREMITY W/O & W/DYE,658.52,614.32,,655.71,603.54,
73706.0,26,CT ANGIO LWR EXTREMITY W/O & W/DYE,148.72,143.76,,,,
73718.0,,MRI LOWER EXTREMITY W/O DYE,861.62,807.36,,,,
73718.0,TC,MRI LOWER EXTREMITY W/O DYE,756.93,706.12,,664.2,611.37,
73718.0,26.0,MRI LOWER EXTREMITY W/O DYE,104.69,101.24,,,,
73719.0,,MRI LOWER EXTREMITY W/DYE,947.98,888.65,,,,
73719.0,TC,MRI LOWER EXTREMITY W/DYE,822.14,766.96,,846.36,779.04,
73719.0,26,MRI LOWER EXTREMITY W/DYE,125.84,121.69,,,,
73720.0, ,MRI LOWER EXTREMITY W/O & W/DYE,1257.16,1178.43,,,,
73720.0,TC,MRI LOWER EXTREMITY W/O & W/DYE,1090.58,1017.37,,1033.5,951.27,
73720.0,26,MRI LOWER EXTREMITY W/O & W/DYE,166.58,161.07,,,,
73721.0,,MRI JOINT LOWER EXTREMITY W/O DYE,844.02,791.02,,,,
73721.0,TC,MRI JOINT LOWER EXTREMITY W/O DYE,737.71,688.19,,664.2,611.37,
73721.0,26.0,MRI JOINT LOWER EXTREMITY W/O DYE,106.31,102.82,,,,
73722.0,,MRI JOINT LOWER EXTREMITY W/DYE,916.47,859.3,,,,
73722.0,TC,MRI JOINT LOWER EXTREMITY W/DYE,788.94,735.99,,846.36,779.04,
73722.0,26.0,MRI JOINT LOWER EXTREMITY W/DYE,127.53,123.31,,,,
73723.0,,MRI JOINT LWR EXTREMITY W/O & W/DYE,1189.03,1114.88,,,,
73723.0,TC,MRI JOINT LWR EXTREMITY W/O & W/DYE,1022.45,953.82,,1033.5,951.27,
73723.0,26.0,MRI JOINT LWR EXTREMITY W/O & W/DYE,166.58,161.07,,,,
73725.0,,MR ANGIO LOWER EXT W OR W/O DYE,938.33,880.13,,,,
73725.0,TC,MR ANGIO LOWER EXT W OR W/O DYE,797.1,743.6,,,,
73725.0,26.0,MR ANGIO LOWER EXT W OR W/O DYE,141.23,136.54,,,,
74000.0,,X-RAY ABDOMEN SINGLE ANTEROPOST,41.62,39.34,,,,
74000.0,TC,X-RAY ABDOMEN SINGLE ANTEROPOST,27.88,26.05,,54.99,50.61,
74000.0,26,X-RAY ABDOMEN SINGLE ANTEROPOST,13.73,13.29,,,,
74010.0,,X-RAY ABDOMEN ANTEROPOST & ADDED VW,63.95,60.3,,,,
74010.0,TC,X-RAY ABDOMEN ANTEROPOST & ADDED VW,46.53,43.43,,87.24,80.31,
74010.0,26,X-RAY ABDOMEN ANTEROPOST & ADDED VW,17.44,16.85,,,,
74020.0,,X-RAY ABDOMEN COMPLETE,67.15,63.37,,,,
74020.0,TC,X-RAY ABDOMEN COMPLETE,46.53,43.43,,87.24,80.31,
74020.0,26,X-RAY ABDOMEN COMPLETE,20.62,19.94,,,,
74022.0,,"X-RAY EXAM SERIES, ABDOMEN",80.75,76.17,,,,
74022.0,TC,"X-RAY EXAM SERIES, ABDOMEN",56.42,52.67,,112.32,103.38,
74022.0,26.0,"X-RAY EXAM SERIES, ABDOMEN",24.33,23.5,,,,
74150.0,,CT ABDOMEN W/O DYE,415.67,390.94,,,,
74150.0,TC,CT ABDOMEN W/O DYE,323.11,301.44,,375.45,345.6,
74150.0,26,CT ABDOMEN W/O DYE,92.56,89.5,,,,
74160.0,,CT ABDOMEN W/DYE,621.2,583.19,,,,
74160.0,TC,CT ABDOMEN W/DYE,512.35,477.98,,580.71,534.51,
74160.0,26,CT ABDOMEN W/DYE,108.84,105.22,,,,
74170.0,,CT ABDOMEN W/O & W/DYE,748.27,701.76,,,,
74170.0,TC,CT ABDOMEN W/O & W/DYE,639.3,596.4,,647.37,595.86,
74170.0,26.0,CT ABDOMEN W/O & W/DYE,108.98,105.36,,,,
74175.0,,CT ANGIO ABDOM W/O & W/DYE,817.07,767.28,,,,
74175.0,TC,CT ANGIO ABDOM W/O & W/DYE,668.42,623.56,,655.71,603.54,
74175.0,26.0,CT ANGIO ABDOM W/O & W/DYE,148.66,143.73,,,,
74176.0,,CT ANGIO ABDOM & PELVIS,357.22,337.86,,,,
74176.0,TC,CT ANGIO ABDOM & PELVIS,225.87,210.73,,375.45,345.6,
74176.0,26.0,CT ANGIO ABDOM & PELVIS,131.35,127.13,,,,
74177.0,,CT ANGIO ABDOM & PELVIS W/CONTRAST,568.57,535.21,,,,
74177.0,TC,CT ANGIO ABDOM & PELVIS W/CONTRAST,430.84,401.94,,580.71,534.51,
74177.0,26.0,CT ANGIO ABDOM & PELVIS W/CONTRAST,137.73,133.28,,,,
74178.0,,CT ANGIO ABDOM & PELVIS 1+ REGNS,721.91,678.79,,,,
74178.0,TC,CT ANGIO ABDOM & PELVIS 1+ REGNS,569.43,531.21,,647.37,595.86,
74178.0,26.0,CT ANGIO ABDOM & PELVIS 1+ REGNS,152.5,147.58,,,,
74181.0,,MRI ABDOMEN W/O DYE,780.43,731.9,,,,
74181.0,TC,MRI ABDOMEN W/O DYE,667.25,622.46,,664.2,611.37,
74181.0,26.0,MRI ABDOMEN W/O DYE,113.19,109.42,,,,
74183.0,,MRI ABDOMEN W/O & W/DYE,1261.0,1182.28,,,,
74183.0,TC,MRI ABDOMEN W/O & W/DYE,1086.5,1013.56,,1033.5,951.27,
74183.0,26.0,MRI ABDOMEN W/O & W/DYE,174.49,168.71,,,,
74220.0,,"CONTRAST X-RAY, ESOPHAGUS",151.79,142.85,,,,
74220.0,TC,"CONTRAST X-RAY, ESOPHAGUS",115.82,108.07,,167.97,154.59,
74220.0,26.0,"CONTRAST X-RAY, ESOPHAGUS",35.97,34.77,,,,
74230.0,,"CINE/VIDEO X-RAY, THROAT/ESOPH",153.59,144.71,,,,
74230.0,TC,"CINE/VIDEO X-RAY, THROAT/ESOPH",112.32,104.8,,167.97,154.59,
74230.0,26.0,"CINE/VIDEO X-RAY, THROAT/ESOPH",41.27,39.89,,,,
74241.0,,"X-RAY EXAM, UPPER GI TRACT W/KUB",198.98,187.44,,,,
74241.0,TC,"X-RAY EXAM, UPPER GI TRACT W/KUB",146.09,136.31,,167.97,154.59,
74241.0,26.0,"X-RAY EXAM, UPPER GI TRACT W/KUB",52.88,51.12,,,,
74246.0,,CONTRAST X-RAY UGI TRACT W/O KUB,213.47,200.98,,,,
74246.0,TC,CONTRAST X-RAY UGI TRACT W/O KUB,159.49,148.82,,167.97,154.59,
74246.0,26,CONTRAST X-RAY UGI TRACT W/O KUB,53.99,52.18,,,,
74280.0,,CONTRAST X-RAY COLON W/WO GLUCOGEN,357.9,336.48,,,,
74280.0,TC,CONTRAST X-RAY COLON W/WO GLUCOGEN,281.19,262.33,,274.98,253.11,
74280.0,26,CONTRAST X-RAY COLON W/WO GLUCOGEN,76.71,74.15,,,,
74290.0,,"CONTRAST X-RAY, GALLBLADDER",115.11,108.23,,,,
74290.0,TC,"CONTRAST X-RAY, GALLBLADDER",90.78,84.71,,167.97,154.59,
74290.0,26.0,"CONTRAST X-RAY, GALLBLADDER",24.33,23.5,,,,
74330.0,,X-RAY BILE/PANCREAS ENDOSCOPY,300.56,290.09,,,,N1
74330.0,TC,X-RAY BILE/PANCREAS ENDOSCOPY,230.31,222.27,,,,N1
74330.0,26,X-RAY BILE/PANCREAS ENDOSCOPY,72.02,69.63,,,,N1
74400.0,,CONTRAST X-RAY URINARY TRACT,188.82,177.48,,,,
74400.0,TC,CONTRAST X-RAY URINARY TRACT,150.75,140.66,,301.83,277.83,
74400.0,26,CONTRAST X-RAY URINARY TRACT,38.07,36.82,,,,
74410.0,,CONTRAST X-RAY URINARY TRACT,194.65,182.91,,,,
74410.0,TC,CONTRAST X-RAY URINARY TRACT,155.99,145.55,,312.36,287.52,
74410.0,26,CONTRAST X-RAY URINARY TRACT,38.65,37.36,,,,
74415.0,,CONTRAST X-RAY URINARY TRACT,230.76,216.59,,,,
74415.0,TC,CONTRAST X-RAY URINARY TRACT,192.68,179.77,,341.13,313.98,
74415.0,26,CONTRAST X-RAY URINARY TRACT,38.07,36.82,,,,
74420.0,,CONTRAST X-RAY URINARY TRACT,219.86,212.18,,,,
74420.0,TC,CONTRAST X-RAY URINARY TRACT,190.87,184.2,,341.13,313.98,
74420.0,26.0,CONTRAST X-RAY URINARY TRACT,28.56,27.63,,,,
74425.0,,CONTRAST X-RAY URINARY TRACT,124.29,119.97,,,,N1
74425.0,TC,CONTRAST X-RAY URINARY TRACT,95.3,91.97,,,,N1
74425.0,26.0,CONTRAST X-RAY URINARY TRACT,28.56,27.63,,,,N1
74430.0,,CONTRAST X-RAY BLADDER,102.29,96.28,,,,N1
74430.0,TC,CONTRAST X-RAY BLADDER,77.96,72.76,,,,N1
74430.0,26.0,CONTRAST X-RAY BLADDER,24.33,23.5,,,,N1
74450.0,,X-RAY URETHRA/BLADDER,132.84,128.21,,,,N1
74450.0,TC,X-RAY URETHRA/BLADDER,106.33,102.6,,,,N1
74450.0,26.0,X-RAY URETHRA/BLADDER,26.46,25.59,,,,N1
74455.0,,X-RAY URETHRA/BLADDER,151.71,142.41,,,,N1
74455.0,TC,X-RAY URETHRA/BLADDER,126.29,117.85,,,,N1
74455.0,26.0,X-RAY URETHRA/BLADDER,25.42,24.56,,,,N1
74475.0,,"X-RAY CONTROL, CATH INSERT",188.45,177.25,,,,N1
74475.0,TC,"X-RAY CONTROL, CATH INSERT",146.09,136.31,,,,N1
74475.0,26.0,"X-RAY CONTROL, CATH INSERT",42.36,40.94,,,,N1
74480.0,,"X-RAY CONTROL, CATH INSERT",189.03,177.79,,,,N1
74480.0,TC,"X-RAY CONTROL, CATH INSERT",146.67,136.86,,,,N1
74480.0,26.0,"X-RAY CONTROL, CATH INSERT",42.36,40.94,,,,N1
74485.0,,"X-RAY GUIDE, GU DILATION",186.12,175.08,,,,N1
74485.0,TC,"X-RAY GUIDE, GU DILATION",143.77,134.15,,,,N1
74485.0,26.0,"X-RAY GUIDE, GU DILATION",42.36,40.94,,,,N1
75561.0,,CARDIAC MRI FOR MORPH W/DYE,1022.1,960.23,,,,
75561.0,TC,CARDIAC MRI FOR MORPH W/DYE,816.31,761.53,,1033.5,951.27,
75561.0,26.0,CARDIAC MRI FOR MORPH W/DYE,205.79,198.7,,,,
75572.0,,CT HEART W/3D IMAGE,489.05,460.69,,,,
75572.0,TC,CT HEART W/3D IMAGE,358.64,334.58,,497.49,457.92,
75572.0,26.0,CT HEART W/3D IMAGE,130.41,126.11,,,,
75574.0,,CT ANGIO HEART W/3D IMAGE,745.46,701.56,,,,
75574.0,TC,CT ANGIO HEART W/3D IMAGE,565.93,527.96,,497.49,457.92,
75574.0,26.0,CT ANGIO HEART W/3D IMAGE,179.53,173.6,,,,
75605.0,,CONTRAST X-RAY AORTA,360.73,339.57,,,,N1
75605.0,TC,CONTRAST X-RAY AORTA,270.12,252.01,,,,N1
75605.0,26.0,CONTRAST X-RAY AORTA,90.61,87.55,,,,N1
75625.0,,CONTRAST X-RAY AORTA,361.13,340.04,,,,N1
75625.0,TC,CONTRAST X-RAY AORTA,270.7,252.55,,,,N1
75625.0,26.0,CONTRAST X-RAY AORTA,90.42,87.48,,,,N1
75630.0,,"X-RAY AORTA, LEG ARTERIES",417.4,394.12,,,,N1
75630.0,TC,"X-RAY AORTA, LEG ARTERIES",277.11,258.54,,,,N1
75630.0,26.0,"X-RAY AORTA, LEG ARTERIES",140.29,135.59,,,,N1
75635.0,,CT ANGIO ABDOMINAL ARTERIES,913.36,858.4,,,,N1
75635.0,TC,CT ANGIO ABDOMINAL ARTERIES,725.35,676.75,,,,N1
75635.0,26.0,CT ANGIO ABDOMINAL ARTERIES,188.01,181.66,,,,N1
75650.0,,ARTERY X-RAYS HEAD & NECK,389.94,367.78,,,,N1
75650.0,TC,ARTERY X-RAYS HEAD & NECK,272.45,254.19,,,,N1
75650.0,26.0,ARTERY X-RAYS HEAD & NECK,117.5,113.59,,,,N1
75665.0,,ARTERY X-RAYS HEAD & NECK,425.0,400.08,,,,N1
75665.0,TC,ARTERY X-RAYS HEAD & NECK,319.62,298.19,,,,N1
75665.0,26.0,ARTERY X-RAYS HEAD & NECK,105.39,101.89,,,,N1
75671.0,,ARTERY X-RAYS HEAD & NECK,494.52,465.82,,,,N1
75671.0,TC,ARTERY X-RAYS HEAD & NECK,363.17,338.89,,,,N1
75671.0,26.0,ARTERY X-RAYS HEAD & NECK,131.36,126.95,,,,N1
75676.0,,ARTERY X-RAYS NECK UNILATERAL,407.54,383.78,,,,N1
75676.0,TC,ARTERY X-RAYS NECK UNILATERAL,302.73,282.44,,,,N1
75676.0,26.0,ARTERY X-RAYS NECK UNILATERAL,104.8,101.35,,,,N1
75680.0,,ARTERY X-RAYS NECK BILATERAL,460.3,433.83,,,,N1
75680.0,TC,ARTERY X-RAYS NECK BILATERAL,328.94,306.88,,,,N1
75680.0,26.0,ARTERY X-RAYS NECK BILATERAL,131.36,126.95,,,,N1
75685.0,,ARTERY X-RAYS SPINE ,409.47,385.48,,,,N1
75685.0,TC,ARTERY X-RAYS SPINE ,305.65,285.15,,,,N1
75685.0,26.0,ARTERY X-RAYS SPINE ,103.82,100.33,,,,N1
75705.0,,ARTERY X-RAYS SPINE,472.31,446.19,,,,N1
75705.0,TC,ARTERY X-RAYS SPINE,303.32,282.98,,,,N1
75705.0,26.0,ARTERY X-RAYS SPINE,169.0,163.23,,,,N1
75710.0,,ARTERY X-RAYS ARM/LEG,392.29,368.94,,,,N1
75710.0,TC,ARTERY X-RAYS ARM/LEG,304.48,284.06,,,,N1
75710.0,26.0,ARTERY X-RAYS ARM/LEG,87.82,84.88,,,,N1
75716.0,,ARTERY X-RAYS ARMS/LEGS,453.48,426.68,,,,N1
75716.0,TC,ARTERY X-RAYS ARMS/LEGS,350.35,326.93,,,,N1
75716.0,26.0,ARTERY X-RAYS ARMS/LEGS,103.13,99.75,,,,N1
75722.0,,ARTERY X-RAYS KIDNEY,379.94,357.49,,,,N1
75722.0,TC,ARTERY X-RAYS KIDNEY,289.33,269.93,,,,N1
75722.0,26.0,ARTERY X-RAYS KIDNEY,90.61,87.55,,,,N1
75724.0,,ARTERY X-RAYS KIDNEYS,449.53,423.26,,,,N1
75724.0,TC,ARTERY X-RAYS KIDNEYS,329.39,307.38,,,,N1
75724.0,26.0,ARTERY X-RAYS KIDNEYS,120.14,115.88,,,,N1
75726.0,,ARTERY X-RAYS ABDOMEN,389.19,366.16,,,,N1
75726.0,TC,ARTERY X-RAYS ABDOMEN,299.82,279.71,,,,N1
75726.0,26.0,ARTERY X-RAYS ABDOMEN,89.37,86.44,,,,N1
75736.0,,ARTERY X-RAYS PELVIS,387.64,364.59,,,,N1
75736.0,TC,ARTERY X-RAYS PELVIS,299.24,279.17,,,,N1
75736.0,26.0,ARTERY X-RAYS PELVIS,88.41,85.42,,,,N1
75743.0,,ARTERY X-RAYS LUNGS,408.48,385.48,,,,N1
75743.0,TC,ARTERY X-RAYS LUNGS,278.28,259.62,,,,N1
75743.0,26.0,ARTERY X-RAYS LUNGS,130.2,125.85,,,,N1
